Country,Continent,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Name,Image URL
Qatar,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684164.8276,11877289.66,28091937.24,50648786.9,78439526.9,111128840,148333758.6,188535354.5,234018491,290270605.5,344956141.4,401140015.9,458486911.7,518748126.2,580973005.5,650244841.4,729644434.5,828808920,939218886.9,1055398075,1176712323,1300412030,1446943312,1611644670,1805883947,1982403179,2131319919,2297729630,2445965146,2610898285,2783328411,2945290757,3086888168,3202348483,3307358666,3424672639,3529471630,3647637426,3752117572,3872853546,4007566365,4152076919,4291667133,4453134150,4602372677,4748430397,4897791873,5083228190,5310870359,5540419130,5774938244,6049830142,6323493720,6578906628,6878476110,7219849651,7579437390,7967287666,8360414776,8801732268,9228631119,9713844580,10245741260,10808385942,11384254478,11955432691,12511262197,13069502459,13610570948,14154164317,14685652145,15204745589,Qatar,https://public.flourish.studio/country-flags/svg/qa.svg
Romania,Europe,1696587.586,3735551.724,5952175.172,8771193.103,12404384.83,17070588.97,23713988.28,31568059.31,39360949.66,48638060,57716921.38,68834746.9,81826819.31,94470044.14,106853251,117717529.7,123867953.8,128821236.6,135450517.2,141306803.4,148894385.5,156885524.8,166279113.8,176623944.8,189349528.3,205201797.9,227396269.7,252498589,281794726.9,314887597.2,354514447.6,400736458.6,451008749,501479876.6,559401517.9,616707234.5,676250164.1,725168243.4,770281942.8,812973710.3,852723510.3,890030789,928788755.9,964864773.1,988981730.3,1020726861,1049414133,1075480637,1103866712,1136022459,1170552487,1213046006,1267792722,1329764643,1396409239,1468623042,1543334077,1619824057,1697381170,1775635979,1854314934,1933555104,2014724231,2098418238,2183220557,2270937194,2360391598,2452452652,2545054332,2637731312,2731304823,2827724414,2926435927,3026576950,3128079832,3230567488,3333808137,3436706410,3533269539,3620247302,3702354141,3785370454,3869057401,3951724867,4033434619,4110389338,4183287306,4251936158,4319251388,4385088281,4440752120,4488698368,4535406294,4582811917,4630525795,4678082016,4724961131,4771142551,4815975643,4859618652,4902632207,4945310444,4986852721,5027150206,5066181721,5103379580,5137560172,5170023588,5202309343,5233083230,5262413488,5291299010,5318542653,5346805779,5374528279,5401915461,5427927255,5452789558,5477262422,5501666458,5525325148,Romania,https://public.flourish.studio/country-flags/svg/ro.svg
Russia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710267039,7549677102,11445865786,15337251786,19115387623,22644932200,25805390735,28533908308,30961838093,33134594986,35260630423,37332780967,39436040715,41518227834,43603343390,45838172211,48244240488,50869349165,53781932960,56951606249,60200153801,63526934395,66929497862,70311011642,73741159952,77246243430,80800230868,84403971150,88045257550,91722099931,95447735677,99268653288,1.03E+11,1.07E+11,1.11E+11,1.14E+11,Russia,https://public.flourish.studio/country-flags/svg/ru.svg
Saudi Arabia,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759588264.1,1655630644,2622267304,3677405361,4790889795,6105659874,7753092306,9834544080,12461837024,15401331499,17859788683,20851372044,24055973035,26959838582,30298637064,33786531709,37250781783,39578202872,41222110355,42720683697,43897942529,45626143472,47087575430,48957456731,50812727025,53156974568,56087566076,59112107004,62049299555,65006162874,67956711640,70949493319,73905235973,76951785477,79746776457,82746950998,85673102199,88341707993,91492285259,94863763053,98398351507,1.02E+11,1.05E+11,1.09E+11,1.12E+11,1.15E+11,1.19E+11,1.22E+11,1.26E+11,1.30E+11,1.34E+11,1.38E+11,1.41E+11,1.45E+11,1.49E+11,1.53E+11,Saudi Arabia,https://public.flourish.studio/country-flags/svg/sa.svg
Serbia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8458818.621,16894106.21,26244162.76,34860639.31,43500646.9,51383543.45,58532860,65682176.55,72115561.38,78164802.07,83846958.62,89346161.38,94676528.97,99684521.38,105274318.6,110864115.9,116469208.3,122425501.4,129848954.5,136477646.9,142542182.8,149139696.6,155588964.8,163318321.4,170948259.3,170948259.3,170948259.3,170948259.3,170948259.3,Serbia,https://public.flourish.studio/country-flags/svg/rs.svg
Slovakia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508270.3448,1016540.69,1564225.517,2191915.862,2778426.897,3247871.034,3599660,3992040,4383243.448,4774446.897,5265657.241,5602151.034,5875699.31,6118068.966,6305728.966,6470446.207,6548686.897,6626927.586,6705168.276,6783408.966,6861649.655,6939890.345,7018131.034,7096371.724,7096371.724,7096371.724,7096371.724,7096371.724,Slovakia,https://public.flourish.studio/country-flags/svg/sk.svg
Slovenia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059.310345,12353.7931,17648.27586,21177.93103,23531.03448,25295.86207,27060.68966,28825.51724,30590.34483,32355.17241,34120,35884.82759,37649.65517,39414.48276,41179.31034,42944.13793,44708.96552,44708.96552,44708.96552,44708.96552,44708.96552,Slovenia,https://public.flourish.studio/country-flags/svg/si.svg
South Africa,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557685.5172,3778495.862,6999306.207,10220116.55,13449751.03,16670561.38,26304755.17,38052624.14,49602832.41,61025384.83,70158367.59,82652170.34,104124827.6,118139323.4,127370548.3,134848711,141551526.2,144440549,147148971,150037993.8,152904073.8,155644262.8,158177378.6,160710494.5,162305898.6,162305898.6,162305898.6,162305898.6,162305898.6,South Africa,https://public.flourish.studio/country-flags/svg/za.svg
South Sudan,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10489546.9,44098335.17,96452533.79,146240673.1,192432682.1,242039632.4,290668280,348469913.1,405752098.6,South Sudan,https://public.flourish.studio/country-flags/svg/ss.svg
Spain,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059.310345,14118.62069,68828.27586,171188.2759,321786.8966,561215.1724,964772.4138,1457159.31,1949546.207,2373693.103,2811370.345,3256106.897,3700843.448,4145580,4590316.552,5069173.103,5582149.655,6156895.172,7025778.621,8325868.276,9358880.69,10200115.17,11144297.93,16371128.97,29890296.55,43765371.03,55888560,61663075.86,68367655.86,76290555.17,88337268.28,97438484.14,108359825.5,129474811,146267145.5,162285309,178036395.2,192056773.8,204930602.8,215040123.4,223877203.4,234898551.7,245483399.3,253788677.9,261072709.7,266876051,270652193.8,273418855.2,277423249,279636342.8,281370580,283954875.9,286288566.2,288689908.3,290879471,292005431,293095506.2,294096163.4,295069760,295920406.9,296856942.1,297645820,298741777.9,301412550.3,303687413.1,305381059.3,306354655.9,306354655.9,306354655.9,306354655.9,306354655.9,Spain,https://public.flourish.studio/country-flags/svg/es.svg
Sudan,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96477.24138,770641.3793,1444805.517,2118969.655,3808497.931,6841648.276,10885456.55,32116920.69,92650506.9,163087129,242682029.7,331021062.8,429404317.9,528375849,648403537.9,811215353.8,965631884.8,1125780576,1281500726,1379569842,1414412833,1454129690,1494437175,1531191474,1566205654,1598091382,1631883712,1664750685,1693689151,Sudan,https://public.flourish.studio/country-flags/svg/sd.svg
Suriname,South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398851.0345,1194200,1989548.966,3187278.621,4779741.379,6332201.379,7725826.897,9721846.897,11712572.41,14101560.69,16899988.97,19893136.55,21883862.07,24670524.83,28651975.86,32644015.86,36625466.9,40606917.93,44588368.97,48580408.97,52561860,57179825.52,62569020.69,68893574.48,75263425.52,81633276.55,88003127.59,94323563.45,100295151.7,106266740,113034265.5,119820615.9,119820615.9,119820615.9,119820615.9,119820615.9,Suriname,https://public.flourish.studio/country-flags/svg/sr.svg
Sweden,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355906.8966,629455.1724,903003.4483,1354799.31,1778946.207,2346632.414,2948438.621,3598483.448,4241468.966,4877983.448,5575678.621,6307493.793,6998717.931,7539343.448,8093499.31,8483526.207,8668244.828,8668244.828,8668244.828,8668244.828,8668244.828,8668244.828,8668244.828,8668244.828,8668244.828,8668244.828,8688834.483,8695893.793,8702953.103,8710012.414,8897672.414,8935322.069,9047682.759,9197104.828,9271815.862,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,9309465.517,Sweden,https://public.flourish.studio/country-flags/svg/se.svg
Syria,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7174024.138,25229975.17,54187854.48,90300344.83,130269571.7,168085120.7,212032857.2,277443838.6,346108573.8,408453461.4,469435313.8,526329237.2,580304724.1,636176812.4,688982806.9,743832471.7,799173935.2,853445324.8,921718856.6,1000281333,1091766466,1207633868,1346006939,1506579189,1681965990,1874408084,2065875994,2268471141,2468201974,2664331381,2860126648,3056834331,3249059352,3453634048,3677629494,3893483792,4054191933,4202428626,4341466450,4474712697,4609007252,4741231665,4868005113,4983964286,5039236921,5057617012,5067605348,5075800619,5083335257,5090716354,5097907438,5108242268,5121680254,Syria,https://public.flourish.studio/country-flags/svg/sy.svg
Tajikistan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461208.2759,735933.1034,936535.1724,1174198.621,1375388.966,1586580,1760709.655,1934839.31,2076025.517,2196622.069,2311335.862,2441933.103,2534880.69,2638417.241,2749601.379,2852549.655,2940202.759,3020796.552,3100213.793,3179631.034,3259048.276,3335524.138,3412000,3479063.448,3546126.897,3546126.897,3546126.897,3546126.897,3546126.897,Tajikistan,https://public.flourish.studio/country-flags/svg/tj.svg
Thailand,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41179.31034,137068.2759,184718.6207,225897.931,239428.2759,252958.6207,266488.9655,280019.3103,307668.2759,321198.6207,389438.6207,478268.2759,519447.5862,560626.8966,601806.2069,642985.5172,697695.1724,793584.1379,895944.1379,998304.1379,1115371.034,1573637.931,3224928.276,7226968.966,14492764.14,28245477.24,41755820.69,54170794.48,68395304.83,82407447.59,99097422.07,118414048.3,141007959.3,164226619.3,187601172.4,210319797.9,236156285.5,265506544.8,296032767.6,329278001.4,378063130.3,431303272.4,489796717.9,558089074.5,624920742.1,706532252.4,795397792.4,889137197.9,988127553.8,1090665213,1194861810,1303061037,1421226244,1538181368,1653715806,1774116462,1898140897,2018300360,2133638902,2248605654,2351533928,Thailand,https://public.flourish.studio/country-flags/svg/th.svg
Trinidad and Tobago,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45643735.86,97386715.86,157939126.9,222833602.1,276030211.7,323467012.4,367176497.2,415082742.1,471328973.8,534690990.3,607878978.6,679908651.7,757501649.7,835433494.5,907943789,979973462.1,1044013172,1103986720,1158199870,1215959148,1275041457,1331813608,1383903082,1434837771,1485078294,1535535303,1585098133,1632640823,1676787986,1723061177,1769144943,1814817504,1858860541,1902625912,1948085518,1993050972,2036326897,2086126802,2138595126,2187323781,2242802312,2298776761,2347985448,2395098109,2441636612,2484272494,2524478208,2559933594,2594883651,2629462506,2662467723,2692101532,2722067716,2748754850,2773797754,2797291139,Trinidad and Tobago,https://public.flourish.studio/country-flags/svg/tt.svg
Tunisia,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5275069.655,20607303.45,42438808.97,67800557.93,96200163.45,124312690.3,151522213.8,178054043.4,206371878.6,237905229.7,263287568.3,292734304.8,326559578.6,364435131.7,402933080.7,439925631.7,475132765.5,512980669.7,550472666.9,587472277.2,623391224.8,657647116.6,691417680.7,725352373.8,757784610.3,795032473.1,832347399.3,866119140,897310702.8,927712799.3,957864878.6,986305663.4,1014222294,1042947805,1069307270,1093544235,1118875394,1142034638,1165969230,1190893301,1214925547,1248180781,1278716417,1307686061,1334201419,1358578983,1384547832,1408543605,1430868674,1450906526,1469764886,1484999466,1501237056,1514747399,1526058768,Tunisia,https://public.flourish.studio/country-flags/svg/tn.svg
Turkey,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059.310345,27648.96552,110007.5862,226486.2069,356495.1724,507093.7931,691812.4138,1088898.621,2313688.966,4407362.759,6446326.897,8697070.345,11365489.66,13930960.69,16954698.62,21025567.59,26129448.97,32430471.72,42918842.07,56882746.21,75711103.45,96947862.07,121735453.8,145968301.4,169585812.4,192765057.9,216786126.2,239425334.5,260600324.1,278354489.7,296170424.1,314855242.1,334169515.2,351531300.7,368845435.9,387664969,404226111,419700707.6,435132948.3,452447083.4,471643113.1,490514414.5,511592338.6,539068939.3,572191811.7,603895762.8,632501853.1,659601957.2,685000767.6,710355457.2,735919573.1,760481266.9,782725742.1,802607113.1,820674241.4,838241923.4,855243684.1,871254200,887691804.1,903559957.2,918993374.5,934688574.5,952079773.8,970273381.4,987488097.9,1004380439,1021786346,1039729348,1057987666,1076668954,1076668954,1076668954,1076668954,1076668954,Turkey,https://public.flourish.studio/country-flags/svg/tr.svg
Turkmenistan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46386140,91267470.34,135532875.9,174667339.3,214006522.8,253003917.9,289948818.6,325525389.7,355505692.4,384185905.5,412031355.2,441826939.3,478553001.4,522127182.8,570449926.9,620256891,673245251,729415006.9,789005586.9,852085819.3,918655115.9,987003358.6,1057267028,1129822619,1204191277,1280338881,1359086077,1441117616,1526432911,1614348386,1704863451,1795036140,1884867041,1970736492,2054136361,2124857708,Turkmenistan,https://public.flourish.studio/country-flags/svg/tm.svg
Ukraine,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33028748.28,64267961.38,95441287.59,125765143.4,156324897.9,186844649.7,215730759.3,243723277.9,270896916.6,298257626.9,325880120,354983891.7,386701373.1,419181848.3,452882407.6,485951158.6,516775049,545738222.8,571573533.8,595961686.2,620520438.6,643139645.5,663241620,681186386.9,697858713.1,697858713.1,697858713.1,697858713.1,697858713.1,Ukraine,https://public.flourish.studio/country-flags/svg/ua.svg
United Arab Emirates,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93499977.24,212777026.2,339376344.8,504363604.8,712369713.8,970671055.9,1321710558,1721287525,2229077248,2785240308,3336500088,3979837394,4642061297,5248553121,5855107890,6428478607,6935353561,7376246319,7791523192,8189304741,8572164084,9014274572,9480862631,9973776034,10555844409,11193154241,11924195242,12729319588,13511738838,14300640888,15083402515,15883321796,16685898907,17517309183,18283771451,19115191727,19925335831,20671201384,21534546803,22432690504,23366937872,24363465417,25346223188,26339951128,27224666257,28149750640,29179406940,30248384186,31361976863,32479878660,33684435845,34932213069,36137877977,37346706045,38581925933,39715055251,United Arab Emirates,https://public.flourish.studio/country-flags/svg/ae.svg
United Kingdom,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27648.96552,144127.5862,356495.1724,924181.3793,1710706.207,2367222.069,2866668.276,3249635.862,3571422.759,3872620,4187347.586,4502075.172,4809743.448,5192711.034,5569207.586,5972764.828,6342202.069,6793997.931,7355213.103,7902309.655,8469995.862,9058271.724,9783615.862,10543080,11384314.48,12253197.93,12827943.45,13361509.66,13970375.17,14545120.69,15126925.52,16194057.93,17644746.21,19923138.62,22468020,25272919.31,36000717.93,119256459.3,381052160,750542346.2,1283192019,1833718808,2445909260,3152097371,3938613374,4801105794,5674175413,6543530070,7387454150,8170542270,8797989657,9424712288,10049081227,10693913342,11379371200,12245126786,13133815717,14021458106,14896388442,15803816902,16741799821,17605523502,18403796198,19197046195,19922759771,20575275357,21154907682,21678826164,22202725822,22693879693,23160470104,23591231575,23946808448,24251677708,24529766297,24802939253,25112781796,25437380651,25756409122,26104446653,26458965218,26788264397,United Kingdom,https://public.flourish.studio/country-flags/svg/gb.svg
United States,North America,58031060.69,121330131.7,202301009.7,293944976.6,400749989,523639640,639031126.9,790546281.4,953405159.3,1120499035,1311661630,1512758439,1716126581,1942763386,2185197163,2441622494,2715972590,3021863096,3346547251,3702990655,4128007612,4570785793,5093590670,5780294496,6450940744,7166728341,7895186811,8740035072,9585608678,10530468542,11372792511,12171096975,12907566586,13745915575,14586967104,15508367115,16525077817,17707760552,18830523861,20000077455,21251231383,22547697259,23829754494,25221401640,26772753328,28357157295,29960314321,31677240957,33545060351,35248077793,37072801862,39150981646,41268110586,43447416755,45587800828,47884845116,50304724346,52724247668,54988527344,57368937382,59749661558,62173679897,64648025824,67193127806,69769756081,72695890811,75805685853,79118560193,82559090396,86057579302,89707529240,93305469122,96917092300,1.00E+11,1.04E+11,1.07E+11,1.10E+11,1.13E+11,1.17E+11,1.20E+11,1.23E+11,1.26E+11,1.30E+11,1.33E+11,1.36E+11,1.40E+11,1.43E+11,1.46E+11,1.49E+11,1.52E+11,1.55E+11,1.58E+11,1.61E+11,1.64E+11,1.66E+11,1.69E+11,1.72E+11,1.74E+11,1.77E+11,1.79E+11,1.82E+11,1.84E+11,1.86E+11,1.88E+11,1.91E+11,1.93E+11,1.95E+11,1.97E+11,1.99E+11,2.01E+11,2.04E+11,2.06E+11,2.09E+11,2.12E+11,2.15E+11,2.19E+11,2.23E+11,2.27E+11,2.31E+11,2.37E+11,2.41E+11,United States,https://public.flourish.studio/country-flags/svg/us.svg
Uzbekistan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15804031.03,33113460,51380602.07,68074106.21,86546556.55,105703171.7,124859786.9,147437226.2,174810878.6,212556422.8,264464120,316617716.6,370604969,426542355.9,481959706.9,533272069,582367807.6,631614144.8,680422216.6,725426496.6,762706714.5,799733973.8,833449828.3,866159731,896639480,921606495.9,946134069.7,967787915.9,987628695.9,1006815313,1025390123,1043444898,1062357967,1082144626,1101413013,1116066377,Uzbekistan,https://public.flourish.studio/country-flags/svg/uz.svg
Venezuela,South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259642748,2482832983,3768549882,5080520945,6385945086,7735378732,9034447140,10223610322,11464921806,12564034072,13433592273,14287516454,15118707891,15919010140,16790419056,17593261480,18370578025,19072497018,19737977028,20405751313,21031789780,21708736462,22394635527,23114343394,23837229715,24643155881,25541638429,26441930514,27373334156,28361811146,29424490900,30554581773,31728055637,32944276568,34032531026,35129160768,36244571806,37289275614,38298257547,39462430771,40621468346,41792366739,42926269051,44060916709,45127273775,46125026111,47093165815,48046378608,48989030673,49936668964,50862782242,51690847581,52426899516,52944320492,53263316608,53450714825,Venezuela,https://public.flourish.studio/country-flags/svg/ve.svg
Vietnam,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915426.207,6636340,16830572.41,35303022.76,62396067.59,99956893.1,143059277.2,191634980,243768575.2,303995669.7,373028077.2,458548680.7,562658213.1,675873667.6,792845263.4,910603972.4,1034130138,1173795652,1303027505,1420327359,1531169120,1634915686,1748609997,1852986019,1958545651,2074814257,2190518707,2298979128,2416443110,2522563958,2617321081,2702225759,2780509393,2849089417,Vietnam,https://public.flourish.studio/country-flags/svg/vn.svg
Yemen,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3272578.621,11781988.97,67573483.45,125830442.1,185396902.8,249872525.5,309575466.2,377274840.7,489417868.3,603388669,719129591.7,840399131,963555859.3,1094677843,1237930663,1384566069,1532003883,1677258018,1813960974,1949328545,2073500049,2182589337,2283829259,2382197219,2479969844,2549513463,2605209657,2667019802,2714250118,2732087819,2743106226,2763322326,2791041296,2818922042,2846862792,Yemen,https://public.flourish.studio/country-flags/svg/ye.svg